epoch,accuracy,loss,val_accuracy,val_loss
31,0.98404676,0.12462828048512715,0.9458995461463928,0.10190898180007935
32,0.9833246,0.12373849308165182,0.9339776039123535,0.13348495960235596
33,0.9831933,0.12033539688011177,0.932306706905365,0.20717334747314453
34,0.98562235,0.11503089562121059,0.9374096989631653,0.20747315883636475
35,0.98588496,0.11195555892812104,0.9387644529342651,0.17465117573738098
36,0.98686975,0.1092583150172434,0.9472543597221375,0.18165944516658783
37,0.9860163,0.1077882440901604,0.9390354156494141,0.143283411860466
38,0.98864233,0.10296440626956335,0.947118878364563,0.14398184418678284
39,0.9883797,0.1005839478975835,0.9428738951683044,0.28230610489845276
40,0.98995537,0.09723136649161827,0.9477962255477905,0.15645793080329895
41,0.99048054,0.09501279906189743,0.9430545568466187,0.1938527375459671
42,0.9896271,0.09389314550061185,0.9441835284233093,0.20368416607379913
43,0.99087447,0.08947683437218686,0.9408417344093323,0.2851676344871521
44,0.99048054,0.08927095130461604,0.9371839165687561,0.19705535471439362
45,0.9892332,0.08908119871273261,0.9438673853874207,0.06354525685310364
46,0.991531,0.08515327337722317,0.9447254538536072,0.15057963132858276
47,0.9911371,0.08342324400774571,0.9485188126564026,0.1731596291065216
48,0.9925814,0.08042651854705911,0.9517702460289001,0.20175394415855408
49,0.99277836,0.07815404222229448,0.9458092451095581,0.19800446927547455
50,0.993041,0.07714065200328327,0.9465769529342651,0.1696241796016693
51,0.9932379,0.0754377678694094,0.9473446607589722,0.13905069231987
52,0.98890495,0.08011420175996649,0.9312229156494141,0.11777973175048828
53,0.9922531,0.07416737636848658,0.9461705088615417,0.2495805025100708
54,0.99389446,0.07128203935733363,0.951544463634491,0.28282347321510315
55,0.9948792,0.06905634931343443,0.9532604813575745,0.16489243507385254
56,0.9942227,0.0673669058860851,0.9464414715766907,0.1447528749704361
57,0.99455094,0.0663776433392733,0.9503703117370605,0.12966182827949524
58,0.99350053,0.0665046349011299,0.9429190754890442,0.14636749029159546
59,0.99461657,0.06421942878984102,0.949467122554779,0.18479418754577637
60,0.9942883,0.06385848376931262,0.9547958970069885,0.19075825810432434
61,0.9940914,0.06336484544229608,0.9545701146125793,0.07915378361940384
62,0.99455094,0.0619276456550515,0.9508670568466187,0.210465669631958
63,0.9950105,0.05921687057413975,0.9542539715766907,0.11935728788375854
64,0.9950762,0.06020497694267195,0.9562409520149231,0.16316980123519897
65,0.9939601,0.05983499647313807,0.95569908618927,0.14721672236919403
66,0.9961922,0.056086293844302665,0.9563313126564026,0.23043999075889587
67,0.9957983,0.055458963285161166,0.954163670539856,0.1486739218235016
68,0.99566704,0.05471632509108852,0.9542087912559509,0.10879111289978027
69,0.99553573,0.05428513598103984,0.9571893215179443,0.07520218193531036
70,0.9959296,0.052634318194845146,0.9499186873435974,0.10977216064929962
71,0.99553573,0.053039827751887945,0.9525379538536072,0.1341010183095932
72,0.9967831,0.049245304686306904,0.9505960941314697,0.1573052555322647
73,0.9960609,0.04939564380074749,0.9489251971244812,0.13725124299526215
74,0.9959296,0.04991451986603627,0.956782877445221,0.2174825668334961
75,0.9970457,0.04808113044675659,0.9552474617958069,0.07709759473800659
76,0.99658614,0.04842020104005307,0.9595827460289001,0.10442923754453659
77,0.99671745,0.046679246685459835,0.9525830745697021,0.1191781759262085
78,0.9977022,0.04393062926046237,0.9572344422340393,0.22194033861160278
79,0.99652046,0.046397556762109285,0.9607568383216858,0.04574655741453171
80,0.9978992,0.04338754758144878,0.9564216136932373,0.12248007208108902
81,0.997177,0.043651470030117934,0.9485639333724976,0.18500788509845734
82,0.9957983,0.045238472810875965,0.9447254538536072,0.08669750392436981
83,0.99750525,0.04232173932700598,0.9506412744522095,0.1379992514848709
84,0.9961922,0.04461776265608413,0.9532604813575745,0.2131507694721222
85,0.997177,0.041191583131479116,0.9622922539710999,0.13720542192459106
86,0.99645483,0.04259873042274423,0.9522218108177185,0.11752346903085709
87,0.9959953,0.04310128961478462,0.9547958970069885,0.21295101940631866
88,0.9977022,0.040411128427739404,0.9592666029930115,0.1738027036190033
89,0.9961922,0.042064969983546675,0.9574151039123535,0.15319178998470306
